county,state_name,Location,lat,lng,population
Stanton,Nebraska,"Stanton, Nebraska",41.9169,-97.1939,5957
Broadwater,Montana,"Broadwater, Montana",46.3324,-111.4955,5945
Sherman,Kansas,"Sherman, Kansas",39.3514,-101.72,5938
Grant,Minnesota,"Grant, Minnesota",45.9341,-96.0122,5935
McHenry,North Dakota,"McHenry, North Dakota",48.2346,-100.6363,5878
Ontonagon,Michigan,"Ontonagon, Michigan",46.6645,-89.3149,5877
Ohio,Indiana,"Ohio, Indiana",38.9501,-84.9651,5874
Greer,Oklahoma,"Greer, Oklahoma",34.9357,-99.5608,5861
Cotton,Oklahoma,"Cotton, Oklahoma",34.2902,-98.3722,5858
Alfalfa,Oklahoma,"Alfalfa, Oklahoma",36.7311,-98.324,5847
Crosby,Texas,"Crosby, Texas",33.6147,-101.3,5836
Dewey,South Dakota,"Dewey, South Dakota",45.1566,-100.8718,5833
Lynn,Texas,"Lynn, Texas",33.1768,-101.8161,5830
Ottawa,Kansas,"Ottawa, Kansas",39.1325,-97.6502,5822
Floyd,Texas,"Floyd, Texas",34.0724,-101.3032,5803
Wirt,West Virginia,"Wirt, West Virginia",39.0224,-81.3787,5798
Miller,Georgia,"Miller, Georgia",31.164,-84.7308,5787
Bent,Colorado,"Bent, Colorado",37.9551,-103.0717,5787
Cherry,Nebraska,"Cherry, Nebraska",42.545,-101.1186,5779
Van Buren,Tennessee,"Van Buren, Tennessee",35.696,-85.4526,5760
Crowley,Colorado,"Crowley, Colorado",38.3266,-103.7845,5754
Chouteau,Montana,"Chouteau, Montana",47.8806,-110.4352,5732
Haskell,Texas,"Haskell, Texas",33.1782,-99.7303,5726
Putnam,Illinois,"Putnam, Illinois",41.2045,-89.2858,5721
Dixon,Nebraska,"Dixon, Nebraska",42.4932,-96.8678,5719
Aleutians West,Alaska,"Aleutians West, Alaska",52.798,-106.6061,5698
Iron,Wisconsin,"Iron, Wisconsin",46.2623,-90.2421,5687
Lincoln,Minnesota,"Lincoln, Minnesota",44.4126,-96.2671,5677
Hartley,Texas,"Hartley, Texas",35.84,-102.6029,5669
Martin,Texas,"Martin, Texas",32.306,-101.9513,5649
Lander,Nevada,"Lander, Nevada",39.9337,-117.038,5643
Stevens,Kansas,"Stevens, Kansas",37.1923,-101.3121,5603
Covington,Virginia,"Covington, Virginia",37.7785,-79.9868,5598
Harper,Kansas,"Harper, Kansas",37.1916,-98.0755,5594
Lincoln,Colorado,"Lincoln, Colorado",38.9881,-103.514,5585
Coal,Oklahoma,"Coal, Oklahoma",34.5882,-96.2978,5581
Audubon,Iowa,"Audubon, Iowa",41.6846,-94.9058,5571
Morris,Kansas,"Morris, Kansas",38.6874,-96.6499,5566
McCook,South Dakota,"McCook, South Dakota",43.6743,-97.3685,5548
Fillmore,Nebraska,"Fillmore, Nebraska",40.5247,-97.5965,5547
Hansford,Texas,"Hansford, Texas",36.2774,-101.3546,5520
Pulaski,Illinois,"Pulaski, Illinois",37.223,-89.1266,5510
Mahnomen,Minnesota,"Mahnomen, Minnesota",47.3253,-95.809,5501
Washington,Kansas,"Washington, Kansas",39.7842,-97.0875,5493
Day,South Dakota,"Day, South Dakota",45.3671,-97.6074,5486
Tripp,South Dakota,"Tripp, South Dakota",43.3459,-99.884,5458
Walworth,South Dakota,"Walworth, South Dakota",45.4299,-100.0315,5457
Stark,Illinois,"Stark, Illinois",41.0934,-89.7975,5447
Norton,Kansas,"Norton, Kansas",39.7844,-99.9035,5446
Emporia,Virginia,"Emporia, Virginia",36.6953,-77.5356,5442
Yukon-Koyukuk,Alaska,"Yukon-Koyukuk, Alaska",65.5086,-151.3896,5377
Beaver,Oklahoma,"Beaver, Oklahoma",36.7496,-100.4768,5377
Cook,Minnesota,"Cook, Minnesota",47.9026,-90.5346,5376
Lincoln,Idaho,"Lincoln, Idaho",43.0024,-114.1383,5350
Phillips,Kansas,"Phillips, Kansas",39.7846,-99.347,5340
Wheeler,Texas,"Wheeler, Texas",35.4012,-100.2698,5338
Ransom,North Dakota,"Ransom, North Dakota",46.4562,-97.6574,5314
Warren,Georgia,"Warren, Georgia",33.4089,-82.6768,5297
Boone,Nebraska,"Boone, Nebraska",41.7068,-98.0672,5279
Brule,South Dakota,"Brule, South Dakota",43.7181,-99.0809,5258
Delta,Texas,"Delta, Texas",33.3863,-95.6724,5249
Jim Hogg,Texas,"Jim Hogg, Texas",27.0434,-98.6973,5231
Sheridan,Nebraska,"Sheridan, Nebraska",42.5048,-102.4089,5231
Atchison,Missouri,"Atchison, Missouri",40.4308,-95.4281,5229
Polk,Nebraska,"Polk, Nebraska",41.1869,-97.5684,5225
Schley,Georgia,"Schley, Georgia",32.2617,-84.3148,5221
Hyde,North Carolina,"Hyde, North Carolina",35.5305,-76.2508,5213
Calhoun,Arkansas,"Calhoun, Arkansas",33.558,-92.503,5192
Lincoln,Nevada,"Lincoln, Nevada",37.6433,-114.8775,5180
Johnson,Nebraska,"Johnson, Nebraska",40.3926,-96.2651,5161
Craig,Virginia,"Craig, Virginia",37.4817,-80.2114,5110
Pickett,Tennessee,"Pickett, Tennessee",36.5584,-85.0749,5079
Gallatin,Illinois,"Gallatin, Illinois",37.7627,-88.2304,5064
Thayer,Nebraska,"Thayer, Nebraska",40.1762,-97.595,5057
Rooks,Kansas,"Rooks, Kansas",39.3502,-99.325,5053
Scott,Illinois,"Scott, Illinois",39.6441,-90.4747,5005
Garfield,Utah,"Garfield, Utah",37.8549,-111.4431,4998
Big Stone,Minnesota,"Big Stone, Minnesota",45.4261,-96.4109,4996
Ringgold,Iowa,"Ringgold, Iowa",40.7352,-94.244,4964
Dillingham,Alaska,"Dillingham, Alaska",59.7991,-158.2351,4961
Kingsbury,South Dakota,"Kingsbury, South Dakota",44.3696,-97.4915,4944
Dickey,North Dakota,"Dickey, North Dakota",46.1102,-98.5047,4938
Dewey,Oklahoma,"Dewey, Oklahoma",35.9876,-99.0079,4922
Scott,Kansas,"Scott, Kansas",38.4822,-100.9069,4917
Scotland,Missouri,"Scotland, Missouri",40.4526,-92.1471,4902
Toole,Montana,"Toole, Montana",48.6554,-111.6956,4892
Marshall,South Dakota,"Marshall, South Dakota",45.7586,-97.5986,4891
Mills,Texas,"Mills, Texas",31.4952,-98.5955,4889
Washington,Colorado,"Washington, Colorado",39.971,-103.2012,4868
Calhoun,Illinois,"Calhoun, Illinois",39.1693,-90.6676,4830
Crane,Texas,"Crane, Texas",31.4286,-102.5156,4802
Ouray,Colorado,"Ouray, Colorado",38.1555,-107.7693,4796
Carlisle,Kentucky,"Carlisle, Kentucky",36.8532,-88.971,4784
Putnam,Missouri,"Putnam, Missouri",40.4789,-93.0162,4781
Morrill,Nebraska,"Morrill, Nebraska",41.716,-103.0106,4781
Custer,Colorado,"Custer, Colorado",38.1087,-105.3675,4776
Musselshell,Montana,"Musselshell, Montana",46.4966,-108.3981,4766
Furnas,Nebraska,"Furnas, Nebraska",40.1764,-99.9123,4747
Republic,Kansas,"Republic, Kansas",39.8278,-97.6506,4658
Barber,Kansas,"Barber, Kansas",37.2289,-98.6848,4624
Cameron,Pennsylvania,"Cameron, Pennsylvania",41.4368,-78.2039,4611
Hot Springs,Wyoming,"Hot Springs, Wyoming",43.719,-108.4422,4607
Tensas,Louisiana,"Tensas, Louisiana",32.0017,-91.3401,4561
Menominee,Wisconsin,"Menominee, Wisconsin",45.0044,-88.71,4558
Schuyler,Missouri,"Schuyler, Missouri",40.4703,-92.521,4555
Mora,New Mexico,"Mora, New Mexico",36.0104,-104.9448,4536
Hamilton,New York,"Hamilton, New York",43.6611,-74.4974,4515
Hickman,Kentucky,"Hickman, Kentucky",36.6781,-88.9762,4510
Mineral,Nevada,"Mineral, Nevada",38.5388,-118.4351,4460
Owsley,Kentucky,"Owsley, Kentucky",37.4192,-83.6831,4442
Holt,Missouri,"Holt, Missouri",40.0944,-95.2155,4432
Hudspeth,Texas,"Hudspeth, Texas",31.4562,-105.3865,4415
Sharkey,Mississippi,"Sharkey, Mississippi",32.8799,-90.8132,4404
Grant,Oklahoma,"Grant, Oklahoma",36.7961,-97.7861,4397
Dunn,North Dakota,"Dunn, North Dakota",47.3568,-102.6182,4395
Oneida,Idaho,"Oneida, Idaho",42.195,-112.5394,4385
Kimble,Texas,"Kimble, Texas",30.4868,-99.7487,4373
Sioux,North Dakota,"Sioux, North Dakota",46.1127,-101.0404,4373
Guadalupe,New Mexico,"Guadalupe, New Mexico",34.8633,-104.7907,4353
Deuel,South Dakota,"Deuel, South Dakota",44.76,-96.668,4318
Florence,Wisconsin,"Florence, Wisconsin",45.8485,-88.3981,4314
Kittson,Minnesota,"Kittson, Minnesota",48.7766,-96.7829,4311
Bath,Virginia,"Bath, Virginia",38.0587,-79.7411,4307
Hidalgo,New Mexico,"Hidalgo, New Mexico",31.914,-108.7148,4297
Phillips,Colorado,"Phillips, Colorado",40.594,-102.3576,4290
Wahkiakum,Washington,"Wahkiakum, Washington",46.2918,-123.4244,4268
Mineral,Montana,"Mineral, Montana",47.1472,-114.9983,4251
Nuckolls,Nebraska,"Nuckolls, Nebraska",40.1764,-98.0472,4244
Valley,Nebraska,"Valley, Nebraska",41.5673,-98.9819,4206
Pope,Illinois,"Pope, Illinois",37.4127,-88.5615,4203
Mason,Texas,"Mason, Texas",30.7177,-99.2261,4186
Gregory,South Dakota,"Gregory, South Dakota",43.1924,-99.1856,4186
Stafford,Kansas,"Stafford, Kansas",38.031,-98.7174,4181
Meade,Kansas,"Meade, Kansas",37.2381,-100.3663,4180
Custer,Idaho,"Custer, Idaho",44.2411,-114.2817,4169
Corson,South Dakota,"Corson, South Dakota",45.7086,-101.1969,4150
Union,New Mexico,"Union, New Mexico",36.4816,-103.471,4133
Pierce,North Dakota,"Pierce, North Dakota",48.2496,-99.9718,4126
LaMoure,North Dakota,"LaMoure, North Dakota",46.4569,-98.5355,4125
Adams,Idaho,"Adams, Idaho",44.8896,-116.4538,4097
Tyrrell,North Carolina,"Tyrrell, North Carolina",35.8172,-76.209,4095
Phillips,Montana,"Phillips, Montana",48.2592,-107.9132,4077
Haskell,Kansas,"Haskell, Kansas",37.5622,-100.8712,4018
Red Lake,Minnesota,"Red Lake, Minnesota",47.8717,-96.0953,4015
Ellis,Oklahoma,"Ellis, Oklahoma",36.2183,-99.7546,4015
Hemphill,Texas,"Hemphill, Texas",35.8375,-100.2706,3994
Columbia,Washington,"Columbia, Washington",46.2975,-117.9078,3992
Storey,Nevada,"Storey, Nevada",39.4469,-119.5293,3988
Echols,Georgia,"Echols, Georgia",30.7101,-82.894,3981
Wells,North Dakota,"Wells, North Dakota",47.5875,-99.6609,3976
Norton,Virginia,"Norton, Virginia",36.9314,-82.6262,3970
Knox,Missouri,"Knox, Missouri",40.1282,-92.1481,3947
Hardeman,Texas,"Hardeman, Texas",34.2902,-99.7457,3945
Hardin,Illinois,"Hardin, Illinois",37.5182,-88.2668,3939
Edmunds,South Dakota,"Edmunds, South Dakota",45.4188,-99.2153,3909
Kearny,Kansas,"Kearny, Kansas",38.0003,-101.3199,3907
Sargent,North Dakota,"Sargent, North Dakota",46.1078,-97.6306,3872
Fisher,Texas,"Fisher, Texas",32.7428,-100.4022,3856
Lyman,South Dakota,"Lyman, South Dakota",43.8958,-99.8474,3848
Lewis,Idaho,"Lewis, Idaho",46.237,-116.4263,3838
Sutton,Texas,"Sutton, Texas",30.4984,-100.5382,3824
Cavalier,North Dakota,"Cavalier, North Dakota",48.7723,-98.4648,3803
Chase,Nebraska,"Chase, Nebraska",40.5242,-101.698,3783
Lake of the Woods,Minnesota,"Lake of the Woods, Minnesota",48.7712,-94.9046,3771
Reagan,Texas,"Reagan, Texas",31.3661,-101.5231,3766
Harper,Oklahoma,"Harper, Oklahoma",36.7888,-99.6674,3760
Costilla,Colorado,"Costilla, Colorado",37.2781,-105.4282,3745
Knox,Texas,"Knox, Texas",33.6061,-99.7414,3705
Clark,South Dakota,"Clark, South Dakota",44.8582,-97.7295,3685
Adams,Iowa,"Adams, Iowa",41.029,-94.6992,3670
Sweet Grass,Montana,"Sweet Grass, Montana",45.8139,-109.941,3670
Roger Mills,Oklahoma,"Roger Mills, Oklahoma",35.6883,-99.6958,3667
Upton,Texas,"Upton, Texas",31.3688,-102.0431,3659
Kinney,Texas,"Kinney, Texas",29.3501,-100.418,3659
Mercer,Missouri,"Mercer, Missouri",40.4223,-93.5686,3644
Kimball,Nebraska,"Kimball, Nebraska",41.1978,-103.7149,3633
Smith,Kansas,"Smith, Kansas",39.7852,-98.7855,3627
Baylor,Texas,"Baylor, Texas",33.6165,-99.2135,3577
Baca,Colorado,"Baca, Colorado",37.3192,-102.5604,3561
Nance,Nebraska,"Nance, Nebraska",41.3973,-97.9922,3544
Webster,Nebraska,"Webster, Nebraska",40.1764,-98.5,3537
Osborne,Kansas,"Osborne, Kansas",39.3503,-98.7679,3530
Catron,New Mexico,"Catron, New Mexico",33.9152,-108.4046,3526
Crockett,Texas,"Crockett, Texas",30.7231,-101.412,3484
Sheridan,Montana,"Sheridan, Montana",48.7212,-104.5047,3483
Bennett,South Dakota,"Bennett, South Dakota",43.195,-101.664,3425
Harlan,Nebraska,"Harlan, Nebraska",40.1765,-99.4046,3415
Real,Texas,"Real, Texas",29.8318,-99.8222,3408
Hanson,South Dakota,"Hanson, South Dakota",43.6748,-97.7873,3399
Lipscomb,Texas,"Lipscomb, Texas",36.2776,-100.2731,3398
Aleutians East,Alaska,"Aleutians East, Alaska",55.3665,-161.9813,3385
Donley,Texas,"Donley, Texas",34.9654,-100.814,3342
Chautauqua,Kansas,"Chautauqua, Kansas",37.15,-96.2454,3323
Granite,Montana,"Granite, Montana",46.4045,-113.4403,3311
Traverse,Minnesota,"Traverse, Minnesota",45.7722,-96.4716,3311
Emmons,North Dakota,"Emmons, North Dakota",46.2851,-100.2387,3310
Coke,Texas,"Coke, Texas",31.8886,-100.5299,3303
Shackelford,Texas,"Shackelford, Texas",32.7359,-99.3541,3296
Jackson,South Dakota,"Jackson, South Dakota",43.6943,-101.6281,3290
Concho,Texas,"Concho, Texas",31.3266,-99.864,3266
Foster,North Dakota,"Foster, North Dakota",47.4571,-98.883,3260
Petersburg,Alaska,"Petersburg, Alaska",57.1195,-132.9345,3257
Hand,South Dakota,"Hand, South Dakota",44.5478,-99.0049,3256
Woodson,Kansas,"Woodson, Kansas",37.8867,-95.7401,3157
Bowman,North Dakota,"Bowman, North Dakota",46.1126,-103.5206,3148
Baker,Georgia,"Baker, Georgia",31.3262,-84.4447,3132
Sherman,Texas,"Sherman, Texas",36.2777,-101.8934,3059
Hall,Texas,"Hall, Texas",34.5308,-100.6811,3048
Lincoln,Kansas,"Lincoln, Kansas",39.0453,-98.2077,3044
Sierra,California,"Sierra, California",39.5803,-120.516,3040
Sherman,Nebraska,"Sherman, Nebraska",41.2206,-98.9762,3033
Rush,Kansas,"Rush, Kansas",38.5231,-99.3092,3022
Stanley,South Dakota,"Stanley, South Dakota",44.4123,-100.7359,3017
Brown,Nebraska,"Brown, Nebraska",42.43,-99.9295,3015
Glascock,Georgia,"Glascock, Georgia",33.2293,-82.6107,2996
Franklin,Nebraska,"Franklin, Nebraska",40.1763,-98.9528,2987
Schleicher,Texas,"Schleicher, Texas",30.8974,-100.5383,2983
Collingsworth,Texas,"Collingsworth, Texas",34.9648,-100.27,2969
Clay,Georgia,"Clay, Georgia",31.6263,-84.9801,2951
Douglas,South Dakota,"Douglas, South Dakota",43.3869,-98.3661,2929
Fallon,Montana,"Fallon, Montana",46.334,-104.4174,2921
Perkins,Nebraska,"Perkins, Nebraska",40.851,-101.6497,2901
Perkins,South Dakota,"Perkins, South Dakota",45.4905,-102.4757,2897
Nelson,North Dakota,"Nelson, North Dakota",47.9217,-98.192,2894
Cochran,Texas,"Cochran, Texas",33.6042,-102.8285,2887
Jewell,Kansas,"Jewell, Kansas",39.7847,-98.2183,2885
Ness,Kansas,"Ness, Kansas",38.4794,-99.9161,2876
Edwards,Kansas,"Edwards, Kansas",37.8876,-99.3122,2869
Decatur,Kansas,"Decatur, Kansas",39.7847,-100.4599,2860
Trego,Kansas,"Trego, Kansas",38.9143,-99.8728,2840
Hitchcock,Nebraska,"Hitchcock, Nebraska",40.1763,-101.0423,2815
Logan,Kansas,"Logan, Kansas",38.9173,-101.1484,2805
Ziebach,South Dakota,"Ziebach, South Dakota",44.9804,-101.6658,2791
Aurora,South Dakota,"Aurora, South Dakota",43.718,-98.5616,2763
Morton,Kansas,"Morton, Kansas",37.1914,-101.7992,2754
Harmon,Oklahoma,"Harmon, Oklahoma",34.7441,-99.8462,2710
Wayne,Utah,"Wayne, Utah",38.3244,-110.9039,2689
Cheyenne,Kansas,"Cheyenne, Kansas",39.7859,-101.7313,2665
Pawnee,Nebraska,"Pawnee, Nebraska",40.1315,-96.2371,2649
Gove,Kansas,"Gove, Kansas",38.9161,-100.483,2644
Frontier,Nebraska,"Frontier, Nebraska",40.5301,-100.3942,2640
Chase,Kansas,"Chase, Kansas",38.302,-96.5939,2637
Webster,Georgia,"Webster, Georgia",32.0466,-84.551,2610
McIntosh,North Dakota,"McIntosh, North Dakota",46.1118,-99.4412,2597
Hamilton,Kansas,"Hamilton, Kansas",37.9991,-101.7912,2591
Butte,Idaho,"Butte, Idaho",43.7229,-113.1721,2581
Hettinger,North Dakota,"Hettinger, North Dakota",46.4325,-102.4603,2547
Elk,Kansas,"Elk, Kansas",37.4537,-96.2441,2523
Graham,Kansas,"Graham, Kansas",39.3497,-99.8832,2519
Haines,Alaska,"Haines, Alaska",59.1199,-135.5,2518
Sheridan,Kansas,"Sheridan, Kansas",39.3503,-100.4418,2506
Kiowa,Kansas,"Kiowa, Kansas",37.5582,-99.2861,2505
Wrangell,Alaska,"Wrangell, Alaska",56.3317,-132.0223,2502
Rawlins,Kansas,"Rawlins, Kansas",39.7852,-101.0759,2502
Kidder,North Dakota,"Kidder, North Dakota",46.9801,-99.7801,2466
Renville,North Dakota,"Renville, North Dakota",48.719,-101.6578,2442
Niobrara,Wyoming,"Niobrara, Wyoming",43.0564,-104.4754,2422
Griggs,North Dakota,"Griggs, North Dakota",47.4573,-98.237,2409
Rich,Utah,"Rich, Utah",41.6323,-111.2445,2389
Greeley,Nebraska,"Greeley, Nebraska",41.5674,-98.5212,2382
Sanborn,South Dakota,"Sanborn, South Dakota",44.0234,-98.0913,2379
Grant,North Dakota,"Grant, North Dakota",46.3583,-101.6397,2353
Liberty,Montana,"Liberty, Montana",48.5617,-111.0246,2351
Divide,North Dakota,"Divide, North Dakota",48.8149,-103.4872,2335
Sedgwick,Colorado,"Sedgwick, Colorado",40.8759,-102.3518,2322
Potter,South Dakota,"Potter, South Dakota",45.0645,-99.9572,2315
Faulk,South Dakota,"Faulk, South Dakota",45.071,-99.1453,2312
Adams,North Dakota,"Adams, North Dakota",46.0968,-102.5284,2311
Eddy,North Dakota,"Eddy, North Dakota",47.7176,-98.9016,2301
McPherson,South Dakota,"McPherson, South Dakota",45.7664,-99.2214,2297
Quitman,Georgia,"Quitman, Georgia",31.8673,-85.0188,2289
Denali,Alaska,"Denali, Alaska",63.6716,-150.0117,2246
Jeff Davis,Texas,"Jeff Davis, Texas",30.7154,-104.14,2241
Garfield,Washington,"Garfield, Washington",46.4316,-117.5452,2230
Towner,North Dakota,"Towner, North Dakota",48.6855,-99.2457,2224
Culberson,Texas,"Culberson, Texas",31.4471,-104.5173,2214
Miner,South Dakota,"Miner, South Dakota",44.0219,-97.6102,2211
Highland,Virginia,"Highland, Virginia",38.3623,-79.5686,2204
Dickens,Texas,"Dickens, Texas",33.6165,-100.7789,2203
Burke,North Dakota,"Burke, North Dakota",48.791,-102.5182,2182
Cimarron,Oklahoma,"Cimarron, Oklahoma",36.7483,-102.5177,2174
Wheatland,Montana,"Wheatland, Montana",46.4663,-109.8446,2142
Hoonah-Angoon,Alaska,"Hoonah-Angoon, Alaska",58.2884,-135.643,2139
Wichita,Kansas,"Wichita, Kansas",38.4821,-101.3474,2130
Robertson,Kentucky,"Robertson, Kentucky",38.5188,-84.052,2123
Menard,Texas,"Menard, Texas",30.8898,-99.8206,2119
Keweenaw,Michigan,"Keweenaw, Michigan",47.6279,-88.4346,2111
Oldham,Texas,"Oldham, Texas",35.405,-102.6028,2094
Mellette,South Dakota,"Mellette, South Dakota",43.5813,-100.76,2052
Stanton,Kansas,"Stanton, Kansas",37.563,-101.7842,2052
De Baca,New Mexico,"De Baca, New Mexico",34.3425,-104.412,2040
Worth,Missouri,"Worth, Missouri",40.4791,-94.4221,2027
Cheyenne,Colorado,"Cheyenne, Colorado",38.828,-102.6035,2026
Clark,Kansas,"Clark, Kansas",37.2355,-99.8203,2026
Buffalo,South Dakota,"Buffalo, South Dakota",44.0763,-99.2048,2026
Haakon,South Dakota,"Haakon, South Dakota",44.2945,-101.5399,2018
Jerauld,South Dakota,"Jerauld, South Dakota",44.0663,-98.6296,2018
Gosper,Nebraska,"Gosper, Nebraska",40.5148,-99.8307,2013
Garfield,Nebraska,"Garfield, Nebraska",41.9144,-98.9914,2001
Armstrong,Texas,"Armstrong, Texas",34.9649,-101.3574,1973
Judith Basin,Montana,"Judith Basin, Montana",47.0454,-110.266,1954
Boyd,Nebraska,"Boyd, Nebraska",42.8997,-98.7665,1937
Edwards,Texas,"Edwards, Texas",29.9827,-100.3048,1918
Dundy,Nebraska,"Dundy, Nebraska",40.1762,-101.6879,1913
Meagher,Montana,"Meagher, Montana",46.5982,-110.8857,1888
Gilliam,Oregon,"Gilliam, Oregon",45.3783,-120.2108,1878
Hodgeman,Kansas,"Hodgeman, Kansas",38.0875,-99.8979,1876
Logan,North Dakota,"Logan, North Dakota",46.4573,-99.4774,1872
Piute,Utah,"Piute, Utah",38.3367,-112.1274,1866
Garden,Nebraska,"Garden, Nebraska",41.6194,-102.3355,1864
Eureka,Nevada,"Eureka, Nevada",39.9839,-116.2686,1859
Dolores,Colorado,"Dolores, Colorado",37.7517,-108.5174,1857
Golden Valley,North Dakota,"Golden Valley, North Dakota",46.9402,-103.8466,1845
Oliver,North Dakota,"Oliver, North Dakota",47.1153,-101.3403,1842
Deuel,Nebraska,"Deuel, Nebraska",41.1116,-102.3338,1831
McCone,Montana,"McCone, Montana",47.6452,-105.7954,1790
Steele,North Dakota,"Steele, North Dakota",47.4562,-97.7246,1744
Comanche,Kansas,"Comanche, Kansas",37.1913,-99.2718,1740
Daniels,Montana,"Daniels, Montana",48.7838,-105.5485,1730
Sherman,Oregon,"Sherman, Oregon",45.4052,-120.6894,1642
Cottle,Texas,"Cottle, Texas",34.0776,-100.2788,1642
Irion,Texas,"Irion, Texas",31.3039,-100.9824,1620
Taliaferro,Georgia,"Taliaferro, Georgia",33.5661,-82.8788,1611
Powder River,Montana,"Powder River, Montana",45.395,-105.6302,1607
Wallace,Kansas,"Wallace, Kansas",38.9167,-101.7636,1574
Lane,Kansas,"Lane, Kansas",38.4813,-100.4664,1564
Glasscock,Texas,"Glasscock, Texas",31.8694,-101.5208,1510
Kiowa,Colorado,"Kiowa, Colorado",38.4327,-102.7403,1489
Campbell,South Dakota,"Campbell, South Dakota",45.7712,-100.0516,1485
Stonewall,Texas,"Stonewall, Texas",33.1792,-100.2534,1476
Briscoe,Texas,"Briscoe, Texas",34.5303,-101.2086,1457
Throckmorton,Texas,"Throckmorton, Texas",33.1775,-99.2124,1436
Wheeler,Oregon,"Wheeler, Oregon",44.726,-120.0275,1415
Rock,Nebraska,"Rock, Nebraska",42.4213,-99.4499,1414
Sheridan,North Dakota,"Sheridan, North Dakota",47.5755,-100.3456,1409
Lake and Peninsula,Alaska,"Lake and Peninsula, Alaska",58.6529,-156.1868,1393
Issaquena,Mississippi,"Issaquena, Mississippi",32.7414,-90.9892,1361
Carter,Montana,"Carter, Montana",45.5168,-104.5362,1331
Hyde,South Dakota,"Hyde, South Dakota",44.5473,-99.4871,1319
Harding,South Dakota,"Harding, South Dakota",45.5803,-103.4958,1306
Sully,South Dakota,"Sully, South Dakota",44.7156,-100.1322,1305
Foard,Texas,"Foard, Texas",33.9746,-99.778,1275
Jackson,Colorado,"Jackson, Colorado",40.6664,-106.3428,1261
Motley,Texas,"Motley, Texas",34.0741,-100.7798,1252
Prairie,Montana,"Prairie, Montana",46.8605,-105.378,1252
Sterling,Texas,"Sterling, Texas",31.8278,-101.05,1231
Sioux,Nebraska,"Sioux, Nebraska",42.4876,-103.7589,1219
Greeley,Kansas,"Greeley, Kansas",38.4806,-101.806,1185
Wibaux,Montana,"Wibaux, Montana",46.9653,-104.249,1122
Skagway,Alaska,"Skagway, Alaska",59.563,-135.3363,1107
Camas,Idaho,"Camas, Idaho",43.4633,-114.8058,1048
Alpine,California,"Alpine, California",38.5972,-119.8207,1039
Garfield,Montana,"Garfield, Montana",47.2776,-106.9929,1036
Esmeralda,Nevada,"Esmeralda, Nevada",37.7847,-117.6323,969
Logan,Nebraska,"Logan, Nebraska",41.5665,-100.4829,927
Billings,North Dakota,"Billings, North Dakota",47.0236,-103.3763,922
Clark,Idaho,"Clark, Idaho",44.2839,-112.3512,913
Terrell,Texas,"Terrell, Texas",30.225,-102.0765,896
Hayes,Nebraska,"Hayes, Nebraska",40.5248,-101.0619,893
Bristol Bay,Alaska,"Bristol Bay, Alaska",58.7439,-156.7,875
Hinsdale,Colorado,"Hinsdale, Colorado",37.8213,-107.3003,857
Mineral,Colorado,"Mineral, Colorado",37.6689,-106.9241,824
Roberts,Texas,"Roberts, Texas",35.8384,-100.8136,805
Jones,South Dakota,"Jones, South Dakota",43.9606,-100.6897,793
Wheeler,Nebraska,"Wheeler, Nebraska",41.9148,-98.5282,783
McMullen,Texas,"McMullen, Texas",28.3527,-98.5679,774
Keya Paha,Nebraska,"Keya Paha, Nebraska",42.8789,-99.7124,760
Slope,North Dakota,"Slope, North Dakota",46.4472,-103.4599,742
Golden Valley,Montana,"Golden Valley, Montana",46.3812,-109.1752,728
Grant,Nebraska,"Grant, Nebraska",41.915,-101.7405,722
Banner,Nebraska,"Banner, Nebraska",41.546,-103.7105,722
Hooker,Nebraska,"Hooker, Nebraska",41.9161,-101.1353,693
Treasure,Montana,"Treasure, Montana",46.2115,-107.2716,668
Yakutat,Alaska,"Yakutat, Alaska",59.8889,-140.3577,649
Kent,Texas,"Kent, Texas",33.1813,-100.7776,647
Thomas,Nebraska,"Thomas, Nebraska",41.9136,-100.5558,645
Borden,Texas,"Borden, Texas",32.7436,-101.4317,613
Daggett,Utah,"Daggett, Utah",40.8873,-109.5077,613
Loup,Nebraska,"Loup, Nebraska",41.9139,-99.4544,605
