county,state_name,Location,lat,lng,population
Oceana,Michigan,"Oceana, Michigan",43.6409,-86.2676,26416
Tillamook,Oregon,"Tillamook, Oregon",45.4637,-123.7127,26389
Johnson,Arkansas,"Johnson, Arkansas",35.5701,-93.4599,26372
Boone,Iowa,"Boone, Iowa",42.0365,-93.9316,26370
Currituck,North Carolina,"Currituck, North Carolina",36.4031,-76.0059,26363
Union,Oregon,"Union, Oregon",45.3102,-118.0088,26337
Woodford,Kentucky,"Woodford, Kentucky",38.0424,-84.7436,26318
Grayson,Kentucky,"Grayson, Kentucky",37.4608,-86.3439,26247
Upson,Georgia,"Upson, Georgia",32.8813,-84.2993,26236
Clay,Indiana,"Clay, Indiana",39.3928,-87.1158,26234
King George,Virginia,"King George, Virginia",38.2733,-77.1572,26229
Charlevoix,Michigan,"Charlevoix, Michigan",45.3022,-85.1263,26188
Sunflower,Mississippi,"Sunflower, Mississippi",33.6023,-90.5886,26168
Wasco,Oregon,"Wasco, Oregon",45.16,-121.1678,26130
West Baton Rouge,Louisiana,"West Baton Rouge, Louisiana",30.4634,-91.3127,26101
Montezuma,Colorado,"Montezuma, Colorado",37.3386,-108.5966,26031
Lauderdale,Tennessee,"Lauderdale, Tennessee",35.761,-89.6315,25989
Cherokee,Alabama,"Cherokee, Alabama",34.1759,-85.6038,25903
St. Francis,Arkansas,"St. Francis, Arkansas",35.022,-90.7478,25900
Cass,Nebraska,"Cass, Nebraska",40.9097,-96.1409,25888
Mille Lacs,Minnesota,"Mille Lacs, Minnesota",45.938,-93.6301,25865
McNairy,Tennessee,"McNairy, Tennessee",35.1755,-88.5636,25844
Hart,Georgia,"Hart, Georgia",34.3508,-82.9642,25773
Lyon,Minnesota,"Lyon, Minnesota",44.4135,-95.839,25758
Stephens,Georgia,"Stephens, Georgia",34.5539,-83.2935,25750
Somerset,Maryland,"Somerset, Maryland",38.1158,-75.7518,25729
Elbert,Colorado,"Elbert, Colorado",39.2866,-104.136,25717
Hardin,Tennessee,"Hardin, Tennessee",35.1987,-88.1845,25715
Audrain,Missouri,"Audrain, Missouri",39.2157,-91.8416,25644
Benton,Iowa,"Benton, Iowa",42.0802,-92.0657,25636
Allen,Louisiana,"Allen, Louisiana",30.6529,-92.8279,25618
Morehouse,Louisiana,"Morehouse, Louisiana",32.8202,-91.8018,25610
Texas,Missouri,"Texas, Missouri",37.3173,-91.965,25604
Taylor,Kentucky,"Taylor, Kentucky",37.3665,-85.3279,25571
Posey,Indiana,"Posey, Indiana",38.0218,-87.8685,25560
Franklin,Kansas,"Franklin, Kansas",38.5645,-95.2859,25558
Lawrence,South Dakota,"Lawrence, South Dakota",44.3586,-103.7923,25478
Hardeman,Tennessee,"Hardeman, Tennessee",35.2068,-88.9931,25443
Dickinson,Michigan,"Dickinson, Michigan",46.0091,-87.8702,25439
Cheboygan,Michigan,"Cheboygan, Michigan",45.4465,-84.4999,25418
Fannin,Georgia,"Fannin, Georgia",34.8641,-84.3198,25395
Tattnall,Georgia,"Tattnall, Georgia",32.0458,-82.0581,25382
Adair,Missouri,"Adair, Missouri",40.1906,-92.6007,25369
Barbour,Alabama,"Barbour, Alabama",31.8696,-85.3932,25361
Shelby,Texas,"Shelby, Texas",31.7924,-94.145,25349
Lamoille,Vermont,"Lamoille, Vermont",44.6058,-72.6414,25318
Salem,Virginia,"Salem, Virginia",37.2864,-80.0555,25317
Gladwin,Michigan,"Gladwin, Michigan",43.9907,-84.3883,25279
Prentiss,Mississippi,"Prentiss, Mississippi",34.6183,-88.5201,25255
Miller,Missouri,"Miller, Missouri",38.2145,-92.4284,25201
Iosco,Michigan,"Iosco, Michigan",44.3558,-83.6359,25197
Brown,Minnesota,"Brown, Minnesota",44.2421,-94.7276,25163
Fayette,Texas,"Fayette, Texas",29.8768,-96.9198,25141
Cleburne,Arkansas,"Cleburne, Arkansas",35.5381,-92.0267,25100
Nicholas,West Virginia,"Nicholas, West Virginia",38.2917,-80.7994,25078
Routt,Colorado,"Routt, Colorado",40.4851,-106.9913,25072
Plymouth,Iowa,"Plymouth, Iowa",42.7378,-96.2141,25068
Jackson,Oklahoma,"Jackson, Oklahoma",34.588,-99.4148,25063
Yates,New York,"Yates, New York",42.6334,-77.1055,25011
Marion,Mississippi,"Marion, Mississippi",31.2308,-89.8224,24990
Grant,Kentucky,"Grant, Kentucky",38.6488,-84.6246,24951
Randolph,Indiana,"Randolph, Indiana",40.1576,-85.0114,24926
Anson,North Carolina,"Anson, North Carolina",34.9738,-80.1027,24902
Randolph,Missouri,"Randolph, Missouri",39.4401,-92.4971,24878
Bremer,Iowa,"Bremer, Iowa",42.7746,-92.3181,24864
Washington,Missouri,"Washington, Missouri",37.9617,-90.8774,24860
Seminole,Oklahoma,"Seminole, Oklahoma",35.1675,-96.6155,24832
Grady,Georgia,"Grady, Georgia",30.8747,-84.2344,24828
Hickman,Tennessee,"Hickman, Tennessee",35.8032,-87.4733,24813
Chattooga,Georgia,"Chattooga, Georgia",34.475,-85.3453,24812
Milam,Texas,"Milam, Texas",30.7863,-96.9768,24770
Washington,Florida,"Washington, Florida",30.6106,-85.6653,24764
Abbeville,South Carolina,"Abbeville, South Carolina",34.2226,-82.4592,24627
Juniata,Pennsylvania,"Juniata, Pennsylvania",40.5311,-77.4022,24624
Dawson,Georgia,"Dawson, Georgia",34.4443,-84.1706,24536
Teller,Colorado,"Teller, Colorado",38.8822,-105.1618,24524
Rowan,Kentucky,"Rowan, Kentucky",38.1963,-83.4211,24507
Upshur,West Virginia,"Upshur, West Virginia",38.8978,-80.2334,24502
Todd,Minnesota,"Todd, Minnesota",46.0706,-94.8976,24494
Otsego,Michigan,"Otsego, Michigan",45.0214,-84.599,24490
Lincoln,Kentucky,"Lincoln, Kentucky",37.4554,-84.6608,24476
Aransas,Texas,"Aransas, Texas",28.1249,-96.9934,24462
Manistee,Michigan,"Manistee, Michigan",44.333,-86.0568,24457
Staunton,Virginia,"Staunton, Virginia",38.1593,-79.0611,24432
Mingo,West Virginia,"Mingo, West Virginia",37.7264,-82.1347,24290
Churchill,Nevada,"Churchill, Nevada",39.5809,-118.3358,24259
Waushara,Wisconsin,"Waushara, Wisconsin",44.1131,-89.2429,24193
Crawford,Missouri,"Crawford, Missouri",37.9764,-91.3039,24154
White,Indiana,"White, Indiana",40.7498,-86.8655,24149
Clarke,Alabama,"Clarke, Alabama",31.6767,-87.8308,24128
Butts,Georgia,"Butts, Georgia",33.2879,-83.9572,24090
Luna,New Mexico,"Luna, New Mexico",32.1822,-107.7498,24083
Ohio,Kentucky,"Ohio, Kentucky",37.4782,-86.8489,24071
Hertford,North Carolina,"Hertford, North Carolina",36.3591,-76.982,24012
Saline,Illinois,"Saline, Illinois",37.7531,-88.5407,23994
Sabine,Louisiana,"Sabine, Louisiana",31.564,-93.5546,23991
Lee,Virginia,"Lee, Virginia",36.7054,-83.1286,23948
George,Mississippi,"George, Mississippi",30.8626,-88.644,23917
Poinsett,Arkansas,"Poinsett, Arkansas",35.574,-90.663,23896
Roscommon,Michigan,"Roscommon, Michigan",44.3356,-84.6116,23851
Pottawatomie,Kansas,"Pottawatomie, Kansas",39.379,-96.3424,23847
Macon,Tennessee,"Macon, Tennessee",36.532,-86.0073,23842
Ouachita,Arkansas,"Ouachita, Arkansas",33.5934,-92.8819,23830
Page,Virginia,"Page, Virginia",38.6194,-78.4844,23788
Winston,Alabama,"Winston, Alabama",34.1492,-87.3737,23784
Columbia,Arkansas,"Columbia, Arkansas",33.2143,-93.2273,23776
Scott,Indiana,"Scott, Indiana",38.6851,-85.7475,23759
Dawson,Nebraska,"Dawson, Nebraska",40.8699,-99.8196,23733
Jerome,Idaho,"Jerome, Idaho",42.6899,-114.2639,23730
Cassia,Idaho,"Cassia, Idaho",42.2839,-113.6001,23690
Iowa,Wisconsin,"Iowa, Wisconsin",43.0005,-90.1354,23618
Jefferson,Oregon,"Jefferson, Oregon",44.6294,-121.1762,23607
Fairfax,Virginia,"Fairfax, Virginia",38.8531,-77.2998,23531
Itawamba,Mississippi,"Itawamba, Mississippi",34.28,-88.3613,23462
Limestone,Texas,"Limestone, Texas",31.5455,-96.5805,23417
Plaquemines,Louisiana,"Plaquemines, Louisiana",29.4405,-89.6097,23338
Panola,Texas,"Panola, Texas",32.1624,-94.3056,23327
Hampshire,West Virginia,"Hampshire, West Virginia",39.3171,-78.6141,23309
Osceola,Michigan,"Osceola, Michigan",43.9898,-85.3253,23290
Union,Georgia,"Union, Georgia",34.8341,-83.9907,23288
Teton,Wyoming,"Teton, Wyoming",43.9347,-110.5898,23280
Payette,Idaho,"Payette, Idaho",44.0067,-116.7608,23260
Coahoma,Mississippi,"Coahoma, Mississippi",34.2292,-90.6027,23255
Hood River,Oregon,"Hood River, Oregon",45.519,-121.651,23209
Antrim,Michigan,"Antrim, Michigan",44.9991,-85.1402,23206
Fayette,Indiana,"Fayette, Indiana",39.64,-85.1788,23194
Sumner,Kansas,"Sumner, Kansas",37.2373,-97.4765,23114
Meeker,Minnesota,"Meeker, Minnesota",45.1231,-94.5273,23105
Grainger,Tennessee,"Grainger, Tennessee",36.2763,-83.5096,23101
Meigs,Ohio,"Meigs, Ohio",39.0822,-82.0229,23078
Menominee,Michigan,"Menominee, Michigan",45.58,-87.5566,23074
Hockley,Texas,"Hockley, Texas",33.6076,-102.3432,23064
Crook,Oregon,"Crook, Oregon",44.1422,-120.3566,23011
Saline,Missouri,"Saline, Missouri",39.1368,-93.2018,22976
Houston,Texas,"Houston, Texas",31.3177,-95.4227,22954
Starke,Indiana,"Starke, Indiana",41.2809,-86.6476,22952
Prince Edward,Virginia,"Prince Edward, Virginia",37.2243,-78.4411,22905
Ray,Missouri,"Ray, Missouri",39.3524,-93.9899,22875
Goochland,Virginia,"Goochland, Virginia",37.7217,-77.916,22865
Martin,North Carolina,"Martin, North Carolina",35.8432,-77.1092,22849
Leake,Mississippi,"Leake, Mississippi",32.7535,-89.524,22792
McDonald,Missouri,"McDonald, Missouri",36.6287,-94.3483,22782
Franklin,Indiana,"Franklin, Indiana",39.4149,-85.0602,22774
Franklin,Georgia,"Franklin, Georgia",34.3754,-83.2292,22766
Yankton,South Dakota,"Yankton, South Dakota",43.009,-97.3948,22717
Crisp,Georgia,"Crisp, Georgia",31.9229,-83.7681,22713
Caswell,North Carolina,"Caswell, North Carolina",36.3932,-79.3335,22684
Curry,Oregon,"Curry, Oregon",42.4576,-124.1568,22650
Randolph,Alabama,"Randolph, Alabama",33.2938,-85.4591,22647
Johnson,Kentucky,"Johnson, Kentucky",37.8466,-82.8315,22634
Rockbridge,Virginia,"Rockbridge, Virginia",37.8145,-79.4473,22570
Fairfield,South Carolina,"Fairfield, South Carolina",34.3951,-81.1212,22565
Emanuel,Georgia,"Emanuel, Georgia",32.5897,-82.3017,22533
Burke,Georgia,"Burke, Georgia",33.0611,-82.0009,22520
Bibb,Alabama,"Bibb, Alabama",32.9986,-87.1265,22493
Assumption,Louisiana,"Assumption, Louisiana",29.9008,-91.0626,22478
Brooke,West Virginia,"Brooke, West Virginia",40.2739,-80.5765,22459
Hopewell,Virginia,"Hopewell, Virginia",37.2915,-77.2985,22456
Asotin,Washington,"Asotin, Washington",46.1918,-117.203,22421
Gray,Texas,"Gray, Texas",35.4012,-100.8126,22410
Anderson,Kentucky,"Anderson, Kentucky",38.0039,-84.991,22409
Clark,Arkansas,"Clark, Arkansas",34.051,-93.1764,22386
Logan,Colorado,"Logan, Colorado",40.7247,-103.1101,22380
Blaine,Idaho,"Blaine, Idaho",43.4119,-113.9802,22373
Boone,West Virginia,"Boone, West Virginia",38.023,-81.7112,22368
Nodaway,Missouri,"Nodaway, Missouri",40.3607,-94.8834,22359
Union,Louisiana,"Union, Louisiana",32.8318,-92.3748,22353
Seward,Kansas,"Seward, Kansas",37.1933,-100.8513,22349
Grant,Louisiana,"Grant, Louisiana",31.5997,-92.5595,22340
Letcher,Kentucky,"Letcher, Kentucky",37.1212,-82.8553,22295
Beckham,Oklahoma,"Beckham, Oklahoma",35.2687,-99.682,22268
Mitchell,Georgia,"Mitchell, Georgia",31.2253,-84.1943,22244
Adair,Oklahoma,"Adair, Oklahoma",35.8839,-94.6587,22220
Bandera,Texas,"Bandera, Texas",29.7472,-99.2463,22215
Mahaska,Iowa,"Mahaska, Iowa",41.3352,-92.6409,22164
Waynesboro,Virginia,"Waynesboro, Virginia",38.0674,-78.9014,22140
Washington,Iowa,"Washington, Iowa",41.3356,-91.7179,22100
Overton,Tennessee,"Overton, Tennessee",36.345,-85.2881,22068
Tippah,Mississippi,"Tippah, Mississippi",34.7684,-88.9089,22018
Pointe Coupee,Louisiana,"Pointe Coupee, Louisiana",30.7094,-91.6008,22016
Wyandot,Ohio,"Wyandot, Ohio",40.8424,-83.3044,22000
Scott,Tennessee,"Scott, Tennessee",36.4285,-84.5035,21969
Jersey,Illinois,"Jersey, Illinois",39.0855,-90.3565,21937
Scott,Virginia,"Scott, Virginia",36.7143,-82.6029,21902
Taylor,Florida,"Taylor, Florida",30.047,-83.6035,21870
Hempstead,Arkansas,"Hempstead, Arkansas",33.7353,-93.6685,21842
Buchanan,Virginia,"Buchanan, Virginia",37.2666,-82.036,21788
Vilas,Wisconsin,"Vilas, Wisconsin",46.0529,-89.5148,21751
Shelby,Illinois,"Shelby, Illinois",39.3911,-88.8055,21737
Henry,Missouri,"Henry, Missouri",38.3852,-93.7928,21735
Nobles,Minnesota,"Nobles, Minnesota",43.6742,-95.7534,21734
Klickitat,Washington,"Klickitat, Washington",45.8738,-120.7891,21721
Putnam,Georgia,"Putnam, Georgia",33.3218,-83.3728,21691
Pacific,Washington,"Pacific, Washington",46.5557,-123.7041,21688
New Kent,Virginia,"New Kent, Virginia",37.5052,-76.9973,21686
Calhoun,Texas,"Calhoun, Texas",28.5067,-96.602,21668
Logan,Arkansas,"Logan, Arkansas",35.2153,-93.7162,21668
Leelanau,Michigan,"Leelanau, Michigan",44.9386,-85.8118,21652
Gage,Nebraska,"Gage, Nebraska",40.2619,-96.6894,21594
Mercer,Kentucky,"Mercer, Kentucky",37.811,-84.8745,21592
Willacy,Texas,"Willacy, Texas",26.4696,-97.6611,21588
Jo Daviess,Illinois,"Jo Daviess, Illinois",42.3658,-90.2125,21588
Fayette,Illinois,"Fayette, Illinois",39.0002,-89.0241,21565
Morgan,Tennessee,"Morgan, Tennessee",36.135,-84.6492,21545
Wabasha,Minnesota,"Wabasha, Minnesota",44.2843,-92.2303,21537
Tyler,Texas,"Tyler, Texas",30.7712,-94.3766,21518
Madison,North Carolina,"Madison, North Carolina",35.858,-82.7058,21499
Yell,Arkansas,"Yell, Arkansas",35.0026,-93.4112,21464
McDuffie,Georgia,"McDuffie, Georgia",33.4829,-82.4814,21455
Colusa,California,"Colusa, California",39.1775,-122.237,21454
Moore,Texas,"Moore, Texas",35.8377,-101.893,21399
Newton,Mississippi,"Newton, Mississippi",32.4002,-89.1188,21360
Barnwell,South Carolina,"Barnwell, South Carolina",33.266,-81.435,21346
Hutchinson,Texas,"Hutchinson, Texas",35.84,-101.3547,21344
St. James,Louisiana,"St. James, Louisiana",30.0263,-90.7963,21308
Wyoming,West Virginia,"Wyoming, West Virginia",37.6096,-81.5492,21281
Sevier,Utah,"Sevier, Utah",38.7478,-111.8044,21280
Monroe,Alabama,"Monroe, Alabama",31.5709,-87.3655,21270
Perry,Illinois,"Perry, Illinois",38.0837,-89.367,21251
Colorado,Texas,"Colorado, Texas",29.6208,-96.5263,21224
Saunders,Nebraska,"Saunders, Nebraska",41.2264,-96.6374,21165
Buchanan,Iowa,"Buchanan, Iowa",42.4708,-91.8379,21118
Meriwether,Georgia,"Meriwether, Georgia",33.0407,-84.6883,21106
Grenada,Mississippi,"Grenada, Mississippi",33.7699,-89.8019,21088
Llano,Texas,"Llano, Texas",30.7057,-98.6841,21047
Greene,North Carolina,"Greene, North Carolina",35.485,-77.6758,21033
Hubbard,Minnesota,"Hubbard, Minnesota",47.1086,-94.9166,21019
Stutsman,North Dakota,"Stutsman, North Dakota",46.9793,-98.9588,20965
Fillmore,Minnesota,"Fillmore, Minnesota",43.674,-92.0902,20949
Allen,Kentucky,"Allen, Kentucky",36.7513,-86.1904,20944
Ogemaw,Michigan,"Ogemaw, Michigan",44.335,-84.1264,20898
Lampasas,Texas,"Lampasas, Texas",31.1962,-98.2415,20862
Conway,Arkansas,"Conway, Arkansas",35.2622,-92.7013,20858
Lincoln,West Virginia,"Lincoln, West Virginia",38.1753,-82.0704,20850
Jay,Indiana,"Jay, Indiana",40.438,-85.0057,20840
Owen,Indiana,"Owen, Indiana",39.3128,-86.8377,20835
Dodge,Georgia,"Dodge, Georgia",32.1722,-83.1684,20829
Texas,Oklahoma,"Texas, Oklahoma",36.7479,-101.4901,20805
La Paz,Arizona,"La Paz, Arizona",33.7294,-113.9816,20793
Gonzales,Texas,"Gonzales, Texas",29.4567,-97.4925,20731
Sullivan,Indiana,"Sullivan, Indiana",39.0888,-87.4147,20730
Woodward,Oklahoma,"Woodward, Oklahoma",36.4227,-99.2651,20727
Gaines,Texas,"Gaines, Texas",32.7408,-102.6352,20706
Minidoka,Idaho,"Minidoka, Idaho",42.8543,-113.6375,20705
Dodge,Minnesota,"Dodge, Minnesota",44.0226,-92.862,20669
Vernon,Missouri,"Vernon, Missouri",37.8506,-94.3424,20595
Jones,Iowa,"Jones, Iowa",42.1212,-91.1315,20559
Polk,North Carolina,"Polk, North Carolina",35.2793,-82.1697,20557
Wayne,Kentucky,"Wayne, Kentucky",36.8013,-84.8286,20546
Jackson,Wisconsin,"Jackson, Wisconsin",44.3192,-90.8052,20522
Clinton,Missouri,"Clinton, Missouri",39.6018,-94.4046,20500
Worth,Georgia,"Worth, Georgia",31.5515,-83.8509,20494
Uinta,Wyoming,"Uinta, Wyoming",41.2876,-110.5476,20479
Spencer,Indiana,"Spencer, Indiana",38.0141,-87.0077,20447
Washington,Georgia,"Washington, Georgia",32.9695,-82.7959,20436
Kewaunee,Wisconsin,"Kewaunee, Wisconsin",44.5161,-87.6153,20387
Wayne,Mississippi,"Wayne, Mississippi",31.6408,-88.6958,20373
Clay,Kentucky,"Clay, Kentucky",37.1597,-83.7147,20368
Washington,Nebraska,"Washington, Nebraska",41.5311,-96.222,20361
Richland,Louisiana,"Richland, Louisiana",32.4178,-91.7635,20350
DeWitt,Texas,"DeWitt, Texas",29.0821,-97.3567,20340
Taylor,Wisconsin,"Taylor, Wisconsin",45.2116,-90.5012,20325
Carbon,Utah,"Carbon, Utah",39.6481,-110.5887,20308
Saluda,South Carolina,"Saluda, South Carolina",34.0061,-81.7269,20303
Carroll,Iowa,"Carroll, Iowa",42.0362,-94.8606,20281
Morgan,Missouri,"Morgan, Missouri",38.4237,-92.886,20271
Ashley,Arkansas,"Ashley, Arkansas",33.1912,-91.7685,20270
Winneshiek,Iowa,"Winneshiek, Iowa",43.2906,-91.8437,20262
Pickens,Alabama,"Pickens, Alabama",33.2808,-88.0888,20243
Franklin,Louisiana,"Franklin, Louisiana",32.1332,-91.6738,20238
Cherokee,Kansas,"Cherokee, Kansas",37.1693,-94.8463,20179
Breckinridge,Kentucky,"Breckinridge, Kentucky",37.7734,-86.4293,20176
Dakota,Nebraska,"Dakota, Nebraska",42.3911,-96.5646,20173
Duchesne,Utah,"Duchesne, Utah",40.2982,-110.4252,20148
Labette,Kansas,"Labette, Kansas",37.1913,-95.2976,20119
Fulton,Indiana,"Fulton, Indiana",41.047,-86.2635,20096
Adams,Wisconsin,"Adams, Wisconsin",43.9695,-89.7704,20094
Polk,Arkansas,"Polk, Arkansas",34.4859,-94.2281,20094
Carroll,Indiana,"Carroll, Indiana",40.5828,-86.5635,20074
Buena Vista,Iowa,"Buena Vista, Iowa",42.7355,-95.1511,20058
Bourbon,Kentucky,"Bourbon, Kentucky",38.2067,-84.2172,20058
Lavaca,Texas,"Lavaca, Texas",29.3843,-96.9301,20021
Northampton,North Carolina,"Northampton, North Carolina",36.4178,-77.3969,19946
Jones,Texas,"Jones, Texas",32.7399,-99.8788,19943
Henry,Iowa,"Henry, Iowa",40.988,-91.5445,19941
Warren,North Carolina,"Warren, North Carolina",36.3965,-78.1067,19898
Frio,Texas,"Frio, Texas",28.8678,-99.1082,19871
Davison,South Dakota,"Davison, South Dakota",43.6747,-98.146,19871
Martin,Minnesota,"Martin, Minnesota",43.6743,-94.5512,19852
DeKalb,Tennessee,"DeKalb, Tennessee",35.9799,-85.8328,19847
Butler,Alabama,"Butler, Alabama",31.7524,-86.6803,19828
Fayette,Iowa,"Fayette, Iowa",42.8626,-91.8444,19803
Concordia,Louisiana,"Concordia, Louisiana",31.4459,-91.6401,19778
Smith,Tennessee,"Smith, Tennessee",36.2505,-85.9567,19740
McIntosh,Oklahoma,"McIntosh, Oklahoma",35.3736,-95.6668,19725
Freestone,Texas,"Freestone, Texas",31.7049,-96.1491,19714
Clay,Mississippi,"Clay, Mississippi",33.6557,-88.7815,19640
Douglas,Illinois,"Douglas, Illinois",39.7694,-88.2174,19623
Adams,Washington,"Adams, Washington",46.9834,-118.5606,19594
Hampton,South Carolina,"Hampton, South Carolina",32.7763,-81.1407,19564
Chaffee,Colorado,"Chaffee, Colorado",38.747,-106.1941,19557
Orange,Indiana,"Orange, Indiana",38.5418,-86.495,19545
Lincoln,Montana,"Lincoln, Montana",48.5424,-115.4051,19537
Kent,Maryland,"Kent, Maryland",39.2545,-76.0399,19536
Greene,Virginia,"Greene, Virginia",38.2976,-78.4669,19519
Montague,Texas,"Montague, Texas",33.6757,-97.7246,19489
Union,Tennessee,"Union, Tennessee",36.2879,-83.8375,19488
Lincoln,New Mexico,"Lincoln, New Mexico",33.7453,-105.4593,19461
Tishomingo,Mississippi,"Tishomingo, Mississippi",34.7404,-88.2393,19441
Holmes,Florida,"Holmes, Florida",30.8679,-85.814,19432
Jackson,Iowa,"Jackson, Iowa",42.1717,-90.5743,19401
Bertie,North Carolina,"Bertie, North Carolina",36.0662,-76.9787,19380
East Feliciana,Louisiana,"East Feliciana, Louisiana",30.8451,-91.0455,19371
Marengo,Alabama,"Marengo, Alabama",32.2477,-87.7895,19321
Lincoln,Wyoming,"Lincoln, Wyoming",42.2639,-110.656,19274
Pierce,Georgia,"Pierce, Georgia",31.3588,-82.2128,19250
Marion,Kentucky,"Marion, Kentucky",37.5525,-85.2696,19244
Adair,Kentucky,"Adair, Kentucky",37.1042,-85.2806,19222
Perry,Missouri,"Perry, Missouri",37.7072,-89.8244,19191
Elbert,Georgia,"Elbert, Georgia",34.1168,-82.8401,19166
Berrien,Georgia,"Berrien, Georgia",31.276,-83.2296,19152
Langlade,Wisconsin,"Langlade, Wisconsin",45.2624,-89.0719,19146
Benton,Missouri,"Benton, Missouri",38.2948,-93.2879,19107
Perry,Indiana,"Perry, Indiana",38.0796,-86.638,19102
Covington,Mississippi,"Covington, Mississippi",31.6332,-89.5526,18978
Crawford,Illinois,"Crawford, Illinois",39.0027,-87.7596,18972
Jefferson,Kansas,"Jefferson, Kansas",39.2358,-95.3834,18890
Roosevelt,New Mexico,"Roosevelt, New Mexico",34.0212,-103.48,18888
Dickinson,Kansas,"Dickinson, Kansas",38.8665,-97.1527,18828
Paulding,Ohio,"Paulding, Ohio",41.1166,-84.5802,18809
Brantley,Georgia,"Brantley, Georgia",31.1969,-81.9819,18756
Green Lake,Wisconsin,"Green Lake, Wisconsin",43.8004,-89.0449,18755
Waseca,Minnesota,"Waseca, Minnesota",44.0221,-93.5873,18740
Deaf Smith,Texas,"Deaf Smith, Texas",34.966,-102.605,18736
Hart,Kentucky,"Hart, Kentucky",37.2999,-85.8847,18729
Harrison,Kentucky,"Harrison, Kentucky",38.4418,-84.3314,18722
Macon,Alabama,"Macon, Alabama",32.3859,-85.6927,18708
Banks,Georgia,"Banks, Georgia",34.3541,-83.4974,18708
Long,Georgia,"Long, Georgia",31.7526,-81.7457,18692
Spencer,Kentucky,"Spencer, Kentucky",38.0325,-85.3278,18680
Lamar,Georgia,"Lamar, Georgia",33.0765,-84.1395,18672
McDowell,West Virginia,"McDowell, West Virginia",37.3785,-81.6536,18661
Plumas,California,"Plumas, California",40.0046,-120.8385,18660
Houston,Minnesota,"Houston, Minnesota",43.6714,-91.4929,18648
Los Alamos,New Mexico,"Los Alamos, New Mexico",35.8694,-106.3074,18625
Phillips,Arkansas,"Phillips, Arkansas",34.4283,-90.848,18606
Morgan,Georgia,"Morgan, Georgia",33.5909,-83.4923,18507
Madison,Florida,"Madison, Florida",30.4441,-83.4701,18460
Cedar,Iowa,"Cedar, Iowa",41.7723,-91.1324,18457
Pike,Missouri,"Pike, Missouri",39.3438,-91.1714,18455
Appling,Georgia,"Appling, Georgia",31.7492,-82.2889,18440
Attala,Mississippi,"Attala, Mississippi",33.0863,-89.5815,18437
Humphreys,Tennessee,"Humphreys, Tennessee",36.0408,-87.7756,18435
Drew,Arkansas,"Drew, Arkansas",33.5895,-91.72,18417
Poweshiek,Iowa,"Poweshiek, Iowa",41.6864,-92.5315,18388
Beadle,South Dakota,"Beadle, South Dakota",44.4145,-98.2781,18346
Pike,Georgia,"Pike, Georgia",33.0923,-84.3892,18327
Bosque,Texas,"Bosque, Texas",31.9004,-97.6343,18296
Otero,Colorado,"Otero, Colorado",37.9026,-103.7165,18282
Stone,Mississippi,"Stone, Mississippi",30.79,-89.1177,18276
Eastland,Texas,"Eastland, Texas",32.3271,-98.8323,18273
Montour,Pennsylvania,"Montour, Pennsylvania",41.0279,-76.6586,18259
Winston,Mississippi,"Winston, Mississippi",33.0885,-89.0344,18229
Fentress,Tennessee,"Fentress, Tennessee",36.3805,-84.9324,18213
Wright,Missouri,"Wright, Missouri",37.2702,-92.4687,18203
Simpson,Kentucky,"Simpson, Kentucky",36.742,-86.5822,18183
Jefferson,Iowa,"Jefferson, Iowa",41.0318,-91.9489,18148
Bethel,Alaska,"Bethel, Alaska",60.9132,-159.818,18134
Grant,Arkansas,"Grant, Arkansas",34.29,-92.4236,18126
Burleson,Texas,"Burleson, Texas",30.4925,-96.6214,18058
Young,Texas,"Young, Texas",33.1766,-98.6878,18036
Andrews,Texas,"Andrews, Texas",32.305,-102.6377,18036
Hancock,Illinois,"Hancock, Illinois",40.4037,-91.1647,17983
Inyo,California,"Inyo, California",36.5111,-117.4107,17977
Gilchrist,Florida,"Gilchrist, Florida",29.7258,-82.8004,17953
Pitkin,Colorado,"Pitkin, Colorado",39.2171,-106.9166,17926
Schuyler,New York,"Schuyler, New York",42.3938,-76.8752,17920
Arkansas,Arkansas,"Arkansas, Arkansas",34.2908,-91.3749,17914
Southampton,Virginia,"Southampton, Virginia",36.7204,-77.1061,17880
Park,Colorado,"Park, Colorado",39.1193,-105.7171,17867
Ste. Genevieve,Missouri,"Ste. Genevieve, Missouri",37.8944,-90.1945,17848
Unicoi,Tennessee,"Unicoi, Tennessee",36.1107,-82.4323,17811
Russell,Kentucky,"Russell, Kentucky",36.9911,-85.0587,17778
Yancey,North Carolina,"Yancey, North Carolina",35.8989,-82.3076,17760
Johnson,Tennessee,"Johnson, Tennessee",36.4549,-81.8518,17753
Westmoreland,Virginia,"Westmoreland, Virginia",38.1119,-76.8041,17751
Patrick,Virginia,"Patrick, Virginia",36.6783,-80.2844,17748
Franklin,Arkansas,"Franklin, Arkansas",35.5123,-93.8906,17738
Holmes,Mississippi,"Holmes, Mississippi",33.1235,-90.0921,17737
Morgan,West Virginia,"Morgan, West Virginia",39.5604,-78.2578,17709
Randolph,Arkansas,"Randolph, Arkansas",36.3415,-91.0277,17695
Radford,Virginia,"Radford, Virginia",37.1229,-80.5587,17691
Cooper,Missouri,"Cooper, Missouri",38.8435,-92.8101,17660
Clayton,Iowa,"Clayton, Iowa",42.8447,-91.3414,17625
