,State,County,"Male obesity prevalence, 2001 (%)","Female obesity prevalence, 2001 (%)","Male obesity prevalence, 2009 (%)","Female obesity  prevalence, 2009 (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)","Difference in male obesity prevalence, 2001-2009 (percentage points)","Difference in female obesity prevalence, 2001-2009 (percentage points)"
1916,New York,Ulster,26.6,26.6,34.1,34.2,35.4,35.1,7.5,7.5
1917,New York,Warren,25.5,25.7,32.0,32.4,33.0,33.5,6.5,6.7
1918,New York,Washington,26.8,28.1,33.8,36.3,35.0,37.2,7.1,8.2
1919,New York,Wayne,28.9,28.1,36.7,39.1,37.9,40.1,7.8,11.0
1920,New York,Westchester,20.5,20.9,26.8,24.2,27.6,24.9,6.2,3.3
1921,New York,Wyoming,29.9,29.6,39.0,35.3,40.3,36.2,9.1,5.7
1922,New York,Yates,28.7,28.8,34.8,37.4,35.9,38.5,6.1,8.6
1923,North Carolina,,27.1,31.4,33.8,37.7,34.9,38.6,6.7,6.3
1924,North Carolina,Alamance,27.1,32.1,36.6,39.4,37.9,40.5,9.4,7.3
1925,North Carolina,Alexander,29.9,30.6,37.1,36.4,38.3,37.8,7.1,5.8
1926,North Carolina,Alleghany,27.8,31.7,34.5,37.6,35.6,38.6,6.7,5.9
1927,North Carolina,Anson,32.7,37.9,36.5,46.5,37.7,47.4,3.8,8.6
1928,North Carolina,Ashe,28.2,28.6,31.5,33.1,32.7,34.2,3.3,4.6
1929,North Carolina,Avery,27.1,27.3,33.8,34.8,34.8,36.0,6.7,7.5
1930,North Carolina,Beaufort,32.2,38.2,38.4,47.8,39.6,49.0,6.2,9.5
1931,North Carolina,Bertie,34.6,48.6,40.0,53.2,41.4,54.2,5.4,4.7
1932,North Carolina,Bladen,31.4,40.9,41.3,50.1,42.6,51.0,9.8,9.2
1933,North Carolina,Brunswick,28.1,28.5,36.5,37.2,37.8,38.7,8.4,8.7
1934,North Carolina,Buncombe,24.1,24.5,28.3,29.3,29.4,30.3,4.2,4.7
1935,North Carolina,Burke,30.1,30.2,34.9,35.2,36.1,36.6,4.8,5.0
1936,North Carolina,Cabarrus,28.1,29.0,34.5,37.0,35.6,37.8,6.3,8.1
1937,North Carolina,Caldwell,28.8,29.9,36.6,36.2,37.8,37.6,7.7,6.3
1938,North Carolina,Camden,30.3,32.7,36.2,37.2,37.4,38.0,5.9,4.5
1939,North Carolina,Carteret,26.5,30.8,33.1,35.2,34.2,36.6,6.6,4.4
1940,North Carolina,Caswell,30.8,39.7,40.4,45.7,41.8,46.3,9.6,6.0
1941,North Carolina,Catawba,28.7,30.6,32.0,35.9,33.0,36.6,3.3,5.3
1942,North Carolina,Chatham,26.8,27.8,33.3,33.0,34.5,33.9,6.5,5.2
1943,North Carolina,Cherokee,27.7,29.7,31.1,34.8,32.2,35.7,3.3,5.2
1944,North Carolina,Chowan,32.7,40.1,37.4,46.2,38.6,47.8,4.7,6.1
1945,North Carolina,Clay,27.3,26.2,32.9,33.7,33.9,35.3,5.6,7.5
1946,North Carolina,Cleveland,28.6,32.8,33.5,39.6,34.7,40.7,4.9,6.8
1947,North Carolina,Columbus,31.2,38.6,38.2,45.0,39.5,45.9,7.1,6.5
1948,North Carolina,Craven,28.1,35.5,35.6,40.9,36.9,41.9,7.5,5.4
1949,North Carolina,Cumberland,27.6,34.9,37.2,43.0,38.4,44.1,9.5,8.1
1950,North Carolina,Currituck,28.9,29.0,36.2,38.0,37.3,39.1,7.3,9.0
1951,North Carolina,Dare,26.7,24.7,33.2,33.5,34.3,34.3,6.5,8.7
1952,North Carolina,Davidson,28.8,28.4,35.0,37.4,36.1,38.4,6.2,9.0
1953,North Carolina,Davie,27.2,26.6,34.9,35.1,36.0,35.9,7.7,8.5
1954,North Carolina,Duplin,30.1,40.2,39.4,50.5,40.7,50.7,9.3,10.3
1955,North Carolina,Durham,24.5,30.4,30.8,38.0,31.7,39.0,6.3,7.7
1956,North Carolina,Edgecombe,34.2,50.1,41.9,52.8,43.1,53.5,7.7,2.6
1957,North Carolina,Forsyth,24.3,28.3,29.8,33.2,30.8,34.2,5.5,5.0
1958,North Carolina,Franklin,29.7,38.2,38.9,44.3,40.2,45.6,9.3,6.0
1959,North Carolina,Gaston,30.2,32.4,32.9,36.8,34.0,37.7,2.6,4.5
1960,North Carolina,Gates,33.9,40.9,38.8,44.5,40.1,45.2,4.9,3.6
1961,North Carolina,Graham,30.0,32.3,34.1,40.1,35.2,41.2,4.1,7.8
1962,North Carolina,Granville,30.7,39.4,38.1,43.5,39.3,44.5,7.4,4.1
1963,North Carolina,Greene,33.8,44.1,38.4,48.4,39.5,49.7,4.6,4.2
1964,North Carolina,Guilford,24.9,28.2,31.9,36.1,32.9,36.9,7.1,7.9
1965,North Carolina,Halifax,32.1,46.6,43.0,52.7,44.3,53.4,10.9,6.1
1966,North Carolina,Harnett,30.0,34.1,36.7,41.3,37.9,42.3,6.7,7.3
1967,North Carolina,Haywood,26.6,29.2,31.5,33.1,32.6,34.3,5.0,3.9
1968,North Carolina,Henderson,23.2,26.2,28.2,31.6,29.2,32.4,5.0,5.4
1969,North Carolina,Hertford,35.1,46.7,37.8,51.2,39.0,52.5,2.7,4.6
1970,North Carolina,Hoke,30.0,39.4,36.8,44.8,38.0,45.3,6.8,5.4
1971,North Carolina,Hyde,34.8,38.5,40.0,47.8,41.3,48.5,5.2,9.3
1972,North Carolina,Iredell,28.0,28.6,35.6,34.2,36.8,35.0,7.6,5.5
1973,North Carolina,Jackson,26.1,30.9,32.4,36.4,33.7,37.3,6.3,5.5
1974,North Carolina,Johnston,31.5,34.1,38.3,43.2,39.8,43.5,6.8,9.1
1975,North Carolina,Jones,30.4,39.8,37.3,46.2,38.5,47.1,6.9,6.4
1976,North Carolina,Lee,27.1,30.4,35.9,37.3,37.0,38.8,8.7,6.8
1977,North Carolina,Lenoir,31.5,42.1,38.5,48.6,39.7,50.1,7.0,6.5
1978,North Carolina,Lincoln,30.1,30.0,32.2,34.2,33.3,35.1,2.1,4.2
1979,North Carolina,Macon,26.0,25.4,31.0,33.9,32.0,34.6,5.0,8.5
1980,North Carolina,Madison,29.7,30.2,33.3,37.5,34.5,38.6,3.6,7.3
1981,North Carolina,Martin,32.2,44.8,40.8,50.3,42.0,51.7,8.6,5.5
1982,North Carolina,McDowell,28.0,29.6,35.0,39.9,36.3,40.9,7.0,10.4
1983,North Carolina,Mecklenburg,23.2,29.5,31.4,32.7,32.3,33.6,8.2,3.2
1984,North Carolina,Mitchell,28.3,31.5,33.3,36.6,34.4,37.6,5.0,5.2
1985,North Carolina,Montgomery,31.0,32.6,36.1,43.4,37.3,45.2,5.0,10.8
1986,North Carolina,Moore,25.3,27.7,32.6,32.9,33.8,33.8,7.3,5.2
1987,North Carolina,Nash,30.4,37.4,36.3,44.1,37.5,45.5,5.9,6.8
1988,North Carolina,New Hanover,25.2,25.3,32.1,31.8,33.2,32.8,7.0,6.5
1989,North Carolina,Northampton,33.3,48.3,40.7,52.6,41.9,53.5,7.3,4.3
1990,North Carolina,Onslow,26.9,33.0,33.3,39.3,34.1,39.9,6.4,6.3
1991,North Carolina,Orange,16.5,20.4,21.6,25.3,22.5,25.8,5.1,4.9
1992,North Carolina,Pamlico,30.1,36.0,35.8,42.2,37.1,43.2,5.7,6.2
1993,North Carolina,Pasquotank,31.6,39.9,38.8,43.5,40.0,44.8,7.2,3.6
1994,North Carolina,Pender,28.3,32.6,37.4,41.4,38.8,41.9,9.1,8.7
1995,North Carolina,Perquimans,31.9,38.9,36.5,40.1,37.7,41.1,4.6,1.2
1996,North Carolina,Person,32.1,38.7,40.7,43.6,41.9,45.0,8.6,4.9
1997,North Carolina,Pitt,29.0,35.8,36.3,43.9,37.5,44.6,7.3,8.2
1998,North Carolina,Polk,25.0,25.0,27.8,30.1,28.9,31.1,2.8,5.1
1999,North Carolina,Randolph,27.8,26.6,34.2,37.1,35.3,38.0,6.3,10.5
2000,North Carolina,Richmond,32.4,36.3,36.0,43.7,37.2,43.8,3.6,7.4
2001,North Carolina,Robeson,31.8,44.2,40.1,53.3,41.3,54.0,8.3,9.1
2002,North Carolina,Rockingham,28.9,34.5,38.2,42.6,39.4,43.7,9.2,8.1
2003,North Carolina,Rowan,29.1,31.9,37.1,39.2,38.2,40.3,8.0,7.3
2004,North Carolina,Rutherford,28.5,29.5,33.1,38.9,34.4,39.5,4.6,9.4
2005,North Carolina,Sampson,32.1,39.0,40.0,50.4,41.2,51.5,7.9,11.4
2006,North Carolina,Scotland,31.5,38.7,38.6,47.2,39.8,47.7,7.1,8.5
2007,North Carolina,Stanly,29.6,29.0,34.1,37.1,35.2,38.4,4.5,8.1
2008,North Carolina,Stokes,26.9,29.0,34.7,38.2,35.8,39.6,7.8,9.1
2009,North Carolina,Surry,28.6,32.9,36.3,39.4,37.4,40.9,7.6,6.5
2010,North Carolina,Swain,31.1,35.7,34.9,40.0,36.2,41.1,3.9,4.3
2011,North Carolina,Transylvania,24.9,25.8,29.8,31.1,31.0,31.3,4.9,5.3
2012,North Carolina,Tyrrell,34.5,40.2,40.6,48.6,41.8,49.3,6.1,8.4
2013,North Carolina,Union,27.9,28.8,35.0,33.3,36.4,34.0,7.1,4.5
2014,North Carolina,Vance,31.4,44.1,41.6,51.3,43.0,51.1,10.2,7.2
2015,North Carolina,Wake,23.3,28.2,30.0,32.7,31.0,33.4,6.7,4.5
2016,North Carolina,Warren,31.4,45.0,41.2,51.9,42.4,52.5,9.8,6.9
2017,North Carolina,Washington,34.1,43.9,39.7,50.9,40.9,51.7,5.6,7.0
2018,North Carolina,Watauga,22.6,22.0,26.9,31.9,28.0,33.4,4.3,9.9
2019,North Carolina,Wayne,30.0,37.3,36.5,44.5,37.7,45.6,6.5,7.2
2020,North Carolina,Wilkes,28.0,30.8,34.3,38.9,35.4,40.5,6.3,8.1
2021,North Carolina,Wilson,33.7,41.0,38.2,47.0,39.4,48.5,4.5,6.0
2022,North Carolina,Yadkin,28.9,28.2,36.5,39.1,37.6,40.4,7.5,10.9
2023,North Carolina,Yancey,27.0,30.8,32.3,34.0,33.5,35.3,5.3,3.3
2024,North Dakota,,29.1,28.2,35.3,34.8,36.5,35.6,6.2,6.6
2025,North Dakota,Adams,26.4,26.4,30.8,31.1,32.2,31.9,4.4,4.7
2026,North Dakota,Barnes,31.8,28.1,35.7,34.5,36.9,35.3,3.9,6.4
2027,North Dakota,Benson,34.0,41.1,38.4,47.3,39.5,47.8,4.4,6.2
2028,North Dakota,Billings,29.1,29.3,34.8,34.8,35.7,35.5,5.7,5.5
2029,North Dakota,Bottineau,29.4,29.8,35.5,35.3,36.6,36.0,6.1,5.5
2030,North Dakota,Bowman,26.8,27.1,33.5,33.3,34.6,34.2,6.8,6.2
2031,North Dakota,Burke,30.0,31.6,37.7,35.1,38.9,35.7,7.7,3.5
2032,North Dakota,Burleigh,27.9,25.3,32.9,31.1,34.2,32.2,5.0,5.8
2033,North Dakota,Cass,28.9,25.0,34.3,33.1,35.2,34.1,5.4,8.1
2034,North Dakota,Cavalier,27.6,26.4,34.8,34.3,36.1,35.1,7.2,7.9
2035,North Dakota,Dickey,27.8,29.0,34.9,34.8,36.1,35.3,7.2,5.8
2036,North Dakota,Divide,28.3,29.6,36.9,35.4,38.2,35.9,8.5,5.8
2037,North Dakota,Dunn,30.8,30.8,35.2,36.8,36.3,37.5,4.4,6.0
2038,North Dakota,Eddy,28.8,28.7,34.4,34.5,35.6,35.2,5.6,5.9
2039,North Dakota,Emmons,33.0,33.7,37.1,37.5,38.5,38.1,4.1,3.8
2040,North Dakota,Foster,27.9,27.9,33.6,32.8,34.8,33.4,5.6,4.9
2041,North Dakota,Golden Valley,27.4,28.0,34.7,34.9,35.9,35.6,7.3,7.0
2042,North Dakota,Grand Forks,28.3,26.5,36.5,35.6,37.8,36.2,8.2,9.1
2043,North Dakota,Grant,29.5,29.7,34.9,36.5,36.2,37.5,5.5,6.9
2044,North Dakota,Griggs,29.8,28.5,34.7,33.9,36.1,34.9,4.8,5.4
2045,North Dakota,Hettinger,29.3,27.8,33.8,35.2,35.0,35.4,4.5,7.4
2046,North Dakota,Kidder,30.7,31.1,36.9,37.3,38.1,37.8,6.2,6.2
2047,North Dakota,LaMoure,29.8,30.3,35.2,34.5,36.4,35.3,5.4,4.2
2048,North Dakota,Logan,32.5,33.8,39.4,39.8,40.7,40.6,6.9,5.9
2049,North Dakota,McHenry,30.5,32.0,36.6,36.5,37.9,37.0,6.1,4.5
2050,North Dakota,McIntosh,31.4,35.1,38.6,39.4,40.0,40.3,7.2,4.3
2051,North Dakota,McKenzie,31.7,33.8,36.1,38.6,37.4,39.2,4.4,4.7
2052,North Dakota,McLean,32.0,31.5,36.2,35.9,37.4,36.7,4.2,4.4
2053,North Dakota,Mercer,30.5,29.5,36.1,35.7,37.3,36.7,5.5,6.3
2054,North Dakota,Morton,30.3,29.5,36.9,36.5,38.2,37.2,6.6,7.0
2055,North Dakota,Mountrail,32.7,37.5,37.0,39.6,38.2,40.5,4.3,2.1
2056,North Dakota,Nelson,29.4,30.0,36.5,35.8,37.7,36.5,7.1,5.8
2057,North Dakota,Oliver,30.0,29.5,35.2,34.4,36.3,35.2,5.1,4.9
2058,North Dakota,Pembina,29.0,27.8,34.7,34.4,35.9,35.1,5.7,6.6
2059,North Dakota,Pierce,29.8,31.4,36.6,36.8,37.9,37.5,6.8,5.4
2060,North Dakota,Ramsey,27.5,28.3,34.3,34.6,35.4,35.3,6.7,6.3
2061,North Dakota,Ransom,27.9,27.2,35.0,33.3,36.1,33.9,7.0,6.1
2062,North Dakota,Renville,27.6,28.3,35.2,33.4,36.4,34.4,7.6,5.2
2063,North Dakota,Richland,28.8,30.0,37.1,34.7,38.4,35.4,8.3,4.7
2064,North Dakota,Rolette,35.9,43.4,36.6,48.9,37.6,51.0,0.7,5.5
2065,North Dakota,Sargent,29.8,30.5,36.9,35.5,38.0,36.3,7.1,5.1
2066,North Dakota,Sheridan,32.1,32.1,35.3,36.0,36.5,36.5,3.2,4.0
2067,North Dakota,Sioux,36.6,45.6,39.1,55.1,40.6,55.1,2.5,9.5
2068,North Dakota,Slope,29.0,28.6,35.6,36.3,36.9,36.8,6.6,7.7
2069,North Dakota,Stark,28.5,26.9,35.2,36.3,36.5,37.2,6.8,9.5
2070,North Dakota,Steele,32.4,29.0,37.8,35.8,39.1,36.8,5.4,6.8
2071,North Dakota,Stutsman,29.7,29.8,35.9,35.1,37.2,35.8,6.2,5.3
2072,North Dakota,Towner,29.1,29.0,35.4,35.4,36.9,36.3,6.2,6.5
2073,North Dakota,Traill,31.6,29.2,37.7,35.2,39.1,36.1,6.0,6.0
2074,North Dakota,Walsh,28.0,29.6,36.6,36.2,37.7,37.0,8.6,6.6
2075,North Dakota,Ward,27.3,28.9,35.4,33.4,36.6,34.3,8.1,4.5
2076,North Dakota,Wells,30.1,31.3,35.3,35.1,36.5,35.7,5.3,3.8
2077,North Dakota,Williams,28.8,28.9,37.3,34.4,38.7,35.1,8.5,5.5
2078,Ohio,,27.5,29.7,35.6,37.6,36.7,38.5,8.0,8.0
2079,Ohio,Adams,29.0,33.4,39.7,41.7,40.9,42.7,10.7,8.2
2080,Ohio,Allen,27.9,30.5,42.0,43.8,43.4,44.9,14.1,13.3
2081,Ohio,Ashland,27.1,28.0,37.7,37.2,39.0,37.5,10.6,9.2
2082,Ohio,Ashtabula,28.5,29.9,34.6,39.6,35.8,40.7,6.1,9.7
2083,Ohio,Athens,28.8,28.4,36.6,40.0,37.7,40.9,7.8,11.6
2084,Ohio,Auglaize,27.2,29.2,37.9,38.0,39.0,38.9,10.8,8.8
2085,Ohio,Belmont,26.8,29.7,36.3,40.0,37.6,40.8,9.5,10.3
2086,Ohio,Brown,28.9,29.9,39.2,38.9,40.6,40.2,10.3,9.0
2087,Ohio,Butler,26.9,30.7,36.2,35.2,37.4,35.9,9.3,4.4
2088,Ohio,Carroll,29.8,30.1,39.2,39.3,40.3,40.6,9.3,9.2
2089,Ohio,Champaign,29.1,30.0,37.8,37.8,39.1,39.2,8.7,7.8
2090,Ohio,Clark,31.6,32.2,35.2,39.4,36.3,40.7,3.6,7.2
2091,Ohio,Clermont,27.4,26.5,36.0,34.8,37.3,35.8,8.6,8.3
2092,Ohio,Clinton,27.5,27.1,35.3,34.7,36.4,36.1,7.7,7.6
2093,Ohio,Columbiana,31.8,29.3,38.2,42.1,39.5,43.0,6.4,12.8
2094,Ohio,Coshocton,29.5,30.7,36.9,39.3,38.1,40.5,7.4,8.6
2095,Ohio,Crawford,28.2,31.0,38.2,40.6,39.5,41.9,10.0,9.6
2096,Ohio,Cuyahoga,28.5,30.1,32.3,37.1,33.3,37.5,3.8,7.0
2097,Ohio,Darke,29.9,29.6,36.2,39.6,37.5,40.6,6.4,10.0
2098,Ohio,Defiance,27.2,28.8,35.7,36.4,36.9,37.4,8.5,7.7
2099,Ohio,Delaware,22.8,24.2,33.4,29.4,34.6,30.0,10.6,5.3
2100,Ohio,Erie,26.5,30.2,35.5,38.9,36.7,39.5,9.0,8.8
2101,Ohio,Fairfield,27.3,27.7,38.0,39.1,39.2,39.8,10.7,11.3
2102,Ohio,Fayette,29.4,30.0,36.7,40.6,38.0,41.1,7.3,10.6
2103,Ohio,Franklin,24.9,28.5,35.1,39.0,35.8,39.5,10.2,10.5
2104,Ohio,Fulton,28.1,29.9,37.7,36.5,38.9,37.5,9.6,6.6
2105,Ohio,Gallia,28.8,33.4,37.8,40.3,39.1,41.2,8.9,7.0
2106,Ohio,Geauga,27.1,25.1,31.6,32.8,32.6,33.6,4.5,7.7
2107,Ohio,Greene,26.6,27.5,32.0,33.5,33.1,34.8,5.4,6.1
2108,Ohio,Guernsey,28.1,30.3,36.3,40.9,37.5,41.6,8.2,10.6
2109,Ohio,Hamilton,25.9,29.6,31.9,37.1,32.7,38.1,6.0,7.5
2110,Ohio,Hancock,26.0,27.6,37.2,37.2,38.3,38.4,11.2,9.7
2111,Ohio,Hardin,28.4,31.6,40.2,39.4,41.4,40.9,11.8,7.8
2112,Ohio,Harrison,28.5,30.3,37.8,41.0,39.0,41.8,9.4,10.7
2113,Ohio,Henry,27.1,29.2,38.2,37.7,39.5,38.4,11.0,8.5
2114,Ohio,Highland,29.6,30.7,36.7,39.6,38.0,41.4,7.1,8.9
2115,Ohio,Hocking,29.8,29.5,38.1,41.4,39.4,42.3,8.4,11.8
2116,Ohio,Holmes,34.4,36.4,45.1,45.4,46.4,46.5,10.7,9.1
2117,Ohio,Huron,27.3,30.5,36.5,40.5,37.7,41.6,9.3,9.9
2118,Ohio,Jackson,30.8,34.0,39.6,45.0,40.9,45.4,8.8,11.0
2119,Ohio,Jefferson,28.9,30.2,39.8,39.5,41.3,40.2,10.9,9.3
2120,Ohio,Knox,27.1,28.4,34.7,36.8,36.0,37.8,7.6,8.3
2121,Ohio,Lake,27.5,25.4,34.0,32.2,35.1,33.2,6.5,6.8
2122,Ohio,Lawrence,33.1,35.0,43.3,43.0,44.6,43.7,10.1,8.0
2123,Ohio,Licking,28.2,29.0,37.2,37.8,38.6,38.7,9.1,8.8
2124,Ohio,Logan,27.9,29.7,39.0,39.1,40.2,39.8,11.1,9.4
2125,Ohio,Lorain,28.4,30.0,36.9,38.0,38.0,39.0,8.5,8.1
2126,Ohio,Lucas,27.1,33.8,38.1,40.7,38.9,42.2,11.0,6.9
2127,Ohio,Madison,29.1,30.0,37.9,38.6,39.2,39.1,8.9,8.7
2128,Ohio,Mahoning,28.7,30.8,35.2,36.3,36.5,36.9,6.4,5.5
2129,Ohio,Marion,27.2,31.1,37.4,40.1,38.7,41.3,10.2,9.0
2130,Ohio,Medina,26.4,24.7,34.2,32.0,35.3,33.2,7.8,7.3
2131,Ohio,Meigs,31.2,33.9,39.0,41.8,40.2,42.9,7.8,7.8
2132,Ohio,Mercer,27.9,29.1,35.3,35.3,36.5,36.2,7.4,6.2
2133,Ohio,Miami,30.3,29.3,35.9,36.5,37.1,37.8,5.6,7.2
2134,Ohio,Monroe,27.0,31.1,38.9,42.4,40.2,43.2,11.9,11.3
2135,Ohio,Montgomery,28.9,32.3,35.4,38.0,36.8,39.0,6.6,5.7
2136,Ohio,Morgan,29.0,32.2,38.1,41.4,39.3,42.4,9.0,9.2
2137,Ohio,Morrow,27.3,30.6,36.8,40.6,38.1,41.6,9.5,10.0
2138,Ohio,Muskingum,28.2,30.8,34.4,40.8,35.6,42.0,6.2,10.0
2139,Ohio,Noble,28.9,32.1,41.3,43.6,42.7,44.4,12.4,11.4
2140,Ohio,Ottawa,25.7,30.2,39.0,39.8,40.4,40.7,13.4,9.5
2141,Ohio,Paulding,28.3,29.7,36.7,39.0,38.0,40.3,8.4,9.3
2142,Ohio,Perry,29.6,29.9,37.5,42.7,38.8,43.7,8.0,12.8
2143,Ohio,Pickaway,29.6,30.0,40.1,41.8,41.4,42.7,10.5,11.7
2144,Ohio,Pike,30.7,33.6,37.7,45.1,38.9,46.1,7.0,11.5
2145,Ohio,Portage,27.7,28.9,35.9,35.2,37.1,36.2,8.2,6.3
2146,Ohio,Preble,28.7,31.0,35.8,36.9,37.1,38.0,7.1,5.9
2147,Ohio,Putnam,25.9,26.6,38.1,37.2,39.4,37.8,12.2,10.6
2148,Ohio,Richland,27.2,30.5,37.2,40.6,38.5,41.8,10.0,10.0
2149,Ohio,Ross,29.7,31.0,35.4,43.6,36.6,44.7,5.7,12.6
2150,Ohio,Sandusky,26.9,30.4,37.1,41.9,38.3,43.0,10.3,11.5
2151,Ohio,Scioto,29.5,32.4,41.2,43.1,42.6,44.3,11.7,10.6
2152,Ohio,Seneca,27.6,30.0,36.7,39.6,37.9,41.1,9.2,9.6
2153,Ohio,Shelby,28.5,29.5,36.0,37.6,37.3,38.6,7.5,8.1
2154,Ohio,Stark,28.0,30.7,37.5,38.6,38.8,39.5,9.5,7.9
2155,Ohio,Summit,27.0,29.3,34.7,34.9,35.8,35.7,7.8,5.6
2156,Ohio,Trumbull,28.5,30.0,34.5,38.1,35.8,39.0,6.0,8.1
2157,Ohio,Tuscarawas,29.4,29.2,39.0,39.1,40.3,40.1,9.6,9.9
2158,Ohio,Union,25.8,28.4,39.0,36.5,40.3,37.3,13.2,8.1
2159,Ohio,Van Wert,27.3,28.0,35.9,38.6,37.1,39.6,8.6,10.6
2160,Ohio,Vinton,31.4,34.3,38.6,44.5,39.7,45.8,7.1,10.1
2161,Ohio,Warren,25.9,26.3,34.5,30.0,35.5,30.8,8.6,3.7
2162,Ohio,Washington,27.4,28.6,40.0,36.5,41.5,37.3,12.6,7.8
2163,Ohio,Wayne,28.3,27.8,37.5,35.2,38.7,36.4,9.1,7.4
2164,Ohio,Williams,28.0,29.1,36.0,35.8,37.2,36.7,8.0,6.7
2165,Ohio,Wood,25.0,27.7,37.2,38.4,38.4,39.2,12.2,10.7
2166,Ohio,Wyandot,28.2,30.7,37.6,37.6,38.9,38.4,9.3,7.0
2167,Oklahoma,,27.9,29.8,36.1,38.4,37.2,39.4,8.2,8.6
2168,Oklahoma,Adair,32.5,38.9,39.6,45.6,40.9,45.9,7.1,6.7
2169,Oklahoma,Alfalfa,28.7,30.1,36.6,38.3,37.7,39.3,7.9,8.2
2170,Oklahoma,Atoka,30.1,35.9,38.5,40.9,39.6,41.8,8.4,5.0
2171,Oklahoma,Beaver,27.2,30.5,35.8,36.2,36.9,36.9,8.7,5.7
2172,Oklahoma,Beckham,30.3,29.3,37.0,36.9,38.3,37.9,6.7,7.6
2173,Oklahoma,Blaine,31.6,33.4,35.2,38.6,40.7,39.2,3.6,5.2
2174,Oklahoma,Bryan,28.5,31.2,37.5,38.0,38.8,38.7,9.1,6.8
2175,Oklahoma,Caddo,33.0,36.1,39.5,42.0,40.7,42.6,6.5,6.0
2176,Oklahoma,Canadian,27.6,28.2,36.0,35.2,37.2,36.0,8.4,7.0
2177,Oklahoma,Carter,30.9,30.4,36.8,38.2,38.0,39.1,5.9,7.8
2178,Oklahoma,Cherokee,32.0,33.2,38.4,41.9,39.5,43.1,6.4,8.7
2179,Oklahoma,Choctaw,30.1,36.5,38.5,41.5,39.5,42.6,8.4,5.1
2180,Oklahoma,Cimarron,27.7,31.0,37.2,39.6,38.5,40.2,9.5,8.6
2181,Oklahoma,Cleveland,24.4,25.9,36.3,35.9,37.3,36.8,11.9,9.9
2182,Oklahoma,Coal,32.1,36.4,40.7,43.4,41.9,44.4,8.6,6.9
2183,Oklahoma,Comanche,27.6,31.7,35.3,41.5,36.6,42.7,7.7,9.8
2184,Oklahoma,Cotton,30.3,31.9,37.7,40.4,38.8,41.4,7.4,8.6
2185,Oklahoma,Craig,29.7,33.0,39.3,44.1,40.5,45.0,9.6,11.1
2186,Oklahoma,Creek,29.2,30.1,36.9,41.2,37.9,42.7,7.7,11.1
2187,Oklahoma,Custer,28.6,29.3,36.7,37.7,37.7,38.1,8.2,8.4
2188,Oklahoma,Delaware,29.1,33.9,39.2,39.8,40.4,41.1,10.1,5.9
2189,Oklahoma,Dewey,29.7,30.6,36.4,36.8,37.5,37.3,6.7,6.1
2190,Oklahoma,Ellis,27.8,27.7,33.7,33.9,34.8,34.8,5.9,6.2
2191,Oklahoma,Garfield,28.4,30.7,36.6,38.8,37.8,39.6,8.2,8.1
2192,Oklahoma,Garvin,30.5,32.1,39.7,38.6,40.9,39.5,9.2,6.5
2193,Oklahoma,Grady,29.8,30.5,38.9,43.1,40.2,43.8,9.1,12.6
2194,Oklahoma,Grant,29.9,30.9,37.8,38.6,39.1,39.5,7.9,7.8
2195,Oklahoma,Greer,29.8,30.2,36.6,40.2,38.0,41.1,6.9,9.9
2196,Oklahoma,Harmon,30.7,35.1,37.3,42.9,38.4,43.6,6.6,7.9
2197,Oklahoma,Harper,27.4,28.4,35.2,35.4,36.3,36.4,7.9,7.0
2198,Oklahoma,Haskell,32.7,33.9,39.8,41.7,40.9,42.6,7.0,7.8
2199,Oklahoma,Hughes,30.6,34.1,43.1,44.3,44.2,45.7,12.5,10.2
2200,Oklahoma,Jackson,27.6,30.9,33.8,40.0,34.8,40.8,6.2,9.0
2201,Oklahoma,Jefferson,30.7,31.8,37.8,40.8,38.9,41.3,7.0,9.0
2202,Oklahoma,Johnston,32.7,35.2,39.1,41.0,40.5,40.9,6.4,5.8
2203,Oklahoma,Kay,29.7,32.9,38.5,40.8,39.6,41.9,8.8,7.9
2204,Oklahoma,Kingfisher,31.3,31.3,37.6,36.3,38.7,37.4,6.3,5.0
2205,Oklahoma,Kiowa,31.6,32.3,36.5,39.4,37.7,40.5,4.9,7.1
2206,Oklahoma,Latimer,30.4,34.5,36.9,39.1,38.1,39.9,6.5,4.7
2207,Oklahoma,Le Flore,31.2,33.9,36.8,38.9,37.9,39.8,5.6,5.0
2208,Oklahoma,Lincoln,28.8,30.5,36.7,40.7,37.8,41.8,7.9,10.3
2209,Oklahoma,Logan,29.6,31.7,38.9,40.3,40.3,41.0,9.3,8.6
2210,Oklahoma,Love,31.1,32.1,36.8,37.8,37.9,39.0,5.7,5.7
2211,Oklahoma,Major,30.8,30.6,36.4,35.8,37.5,36.8,5.5,5.3
2212,Oklahoma,Marshall,31.9,34.3,38.8,38.6,40.0,40.0,6.9,4.3
2213,Oklahoma,Mayes,28.7,33.6,39.7,41.0,40.9,42.2,11.0,7.4
2214,Oklahoma,McClain,29.3,29.1,37.7,38.0,38.8,39.1,8.4,8.8
2215,Oklahoma,McCurtain,32.1,36.5,39.5,41.8,40.6,43.3,7.4,5.3
2216,Oklahoma,McIntosh,31.1,32.3,40.1,40.9,41.3,42.0,9.0,8.6
2217,Oklahoma,Murray,30.0,31.7,42.0,40.1,43.3,40.8,12.0,8.4
